#Results from sample_experiment.py.  First line is means, second line is standard deviations.
-2062.40, -95.20, -1233.90, -1257.90, -38.00, -173.10, -3.20, 3.40, -26.50, -286.40, 2.50, -421.20, -136.50, -32.70, -1520.80, -132.10, 2.70, -771.50, -8.50, -21.30, -24.20, 
2527.42, 96.96, 1672.27, 1812.21, 65.05, 426.34, 23.65, 4.17, 52.54, 878.95, 3.54, 847.52, 236.26, 62.30, 2400.63, 178.32, 2.98, 831.24, 44.88, 44.44, 63.27, 
